id,created_at,text
857948720691806208,2017-04-28 13:24:49,b'Hello Python Central!',[],[]
857925948045447168,2017-04-28 11:54:20,b'okay second one',[],[]
857925897478971396,2017-04-28 11:54:08,b'First tweet testing',[],[]
